t	x0	y0	x1	y1	x2	y2
384	-2.850065	1.000359	-1.605805	-0.033847	-1.349317	0.459552
385	-2.849990	1.002603	-1.610107	-0.030481	-1.353678	0.460739
386	-2.849872	1.004839	-1.614387	-0.027145	-1.358002	0.461938
387	-2.849720	1.007067	-1.618643	-0.023836	-1.362289	0.463150
388	-2.849540	1.009288	-1.622877	-0.020556	-1.366540	0.464374
389	-2.849339	1.011500	-1.627089	-0.017302	-1.370756	0.465609
390	-2.849125	1.013705	-1.631279	-0.014075	-1.374936	0.466856
391	-2.848904	1.015901	-1.635447	-0.010875	-1.379082	0.468114
392	-2.848683	1.018089	-1.639593	-0.007700	-1.383194	0.469382
393	-2.848467	1.020267	-1.643718	-0.004550	-1.387272	0.470661
394	-2.848261	1.022436	-1.647822	-0.001425	-1.391318	0.471950
395	-2.848068	1.024594	-1.651906	0.001676	-1.395331	0.473249
396	-2.847894	1.026742	-1.655969	0.004753	-1.399312	0.474558
397	-2.847739	1.028877	-1.660013	0.007807	-1.403262	0.475876
398	-2.847607	1.031001	-1.664036	0.010839	-1.407181	0.477204
399	-2.847497	1.033112	-1.668040	0.013848	-1.411069	0.478540
400	-2.847411	1.035210	-1.672025	0.016835	-1.414928	0.479885
401	-2.847348	1.037295	-1.675992	0.019801	-1.418758	0.481239
402	-2.847308	1.039366	-1.679940	0.022746	-1.422560	0.482601
403	-2.847290	1.041423	-1.683870	0.025670	-1.426333	0.483971
404	-2.847290	1.043467	-1.687782	0.028574	-1.430079	0.485349
405	-2.847309	1.045498	-1.691677	0.031459	-1.433798	0.486734
406	-2.847343	1.047515	-1.695554	0.034324	-1.437491	0.488127
407	-2.847390	1.049518	-1.699415	0.037171	-1.441158	0.489527
408	-2.847447	1.051509	-1.703260	0.039999	-1.444800	0.490935
409	-2.847513	1.053488	-1.707088	0.042809	-1.448417	0.492349
410	-2.847584	1.055454	-1.710901	0.045601	-1.452010	0.493769
411	-2.847659	1.057409	-1.714698	0.048375	-1.455579	0.495197
412	-2.847734	1.059354	-1.718479	0.051133	-1.459124	0.496630
413	-2.847809	1.061287	-1.722246	0.053874	-1.462647	0.498069
414	-2.847881	1.063211	-1.725998	0.056598	-1.466148	0.499515
415	-2.847949	1.065126	-1.729736	0.059307	-1.469627	0.500966
416	-2.848011	1.067032	-1.733459	0.062000	-1.473084	0.502423
417	-2.848067	1.068930	-1.737168	0.064677	-1.476520	0.503885
418	-2.848115	1.070821	-1.740864	0.067339	-1.479935	0.505353
419	-2.848156	1.072704	-1.744546	0.069987	-1.483330	0.506825
420	-2.848189	1.074582	-1.748214	0.072620	-1.486705	0.508303
421	-2.848214	1.076453	-1.751869	0.075239	-1.490060	0.509786
422	-2.848231	1.078318	-1.755512	0.077844	-1.493396	0.511273
423	-2.848240	1.080179	-1.759141	0.080435	-1.496713	0.512765
424	-2.848243	1.082034	-1.762758	0.083013	-1.500011	0.514262
425	-2.848239	1.083885	-1.766362	0.085579	-1.503290	0.515763
426	-2.848230	1.085732	-1.769954	0.088131	-1.506552	0.517268
427	-2.848215	1.087574	-1.773533	0.090671	-1.509796	0.518778
428	-2.848197	1.089413	-1.777101	0.093199	-1.513022	0.520292
429	-2.848176	1.091248	-1.780657	0.095715	-1.516231	0.521810
430	-2.848153	1.093079	-1.784200	0.098219	-1.519423	0.523332
431	-2.848128	1.094906	-1.787733	0.100711	-1.522598	0.524857
432	-2.848102	1.096730	-1.791253	0.103193	-1.525757	0.526387
433	-2.848076	1.098551	-1.794763	0.105664	-1.528900	0.527920
434	-2.848051	1.100368	-1.798261	0.108124	-1.532026	0.529456
435	-2.848027	1.102182	-1.801748	0.110573	-1.535137	0.530997
436	-2.848005	1.103992	-1.805224	0.113013	-1.538232	0.532540
437	-2.847985	1.105800	-1.808689	0.115442	-1.541312	0.534087
438	-2.847968	1.107603	-1.812143	0.117861	-1.544377	0.535638
439	-2.847953	1.109404	-1.815586	0.120272	-1.547427	0.537191
440	-2.847940	1.111201	-1.819020	0.122672	-1.550463	0.538748
441	-2.847931	1.112995	-1.822442	0.125064	-1.553484	0.540308
442	-2.847924	1.114786	-1.825855	0.127447	-1.556491	0.541871
443	-2.847919	1.116574	-1.829257	0.129821	-1.559484	0.543437
444	-2.847917	1.118358	-1.832649	0.132186	-1.562464	0.545006
445	-2.847918	1.120140	-1.836031	0.134543	-1.565429	0.546577
446	-2.847920	1.121919	-1.839403	0.136893	-1.568382	0.548152
447	-2.847924	1.123695	-1.842765	0.139234	-1.571321	0.549729
448	-2.847930	1.125468	-1.846118	0.141567	-1.574248	0.551309
449	-2.847937	1.127239	-1.849461	0.143893	-1.577162	0.552891
450	-2.847944	1.129007	-1.852795	0.146212	-1.580063	0.554477
451	-2.847953	1.130773	-1.856119	0.148523	-1.582952	0.556064
452	-2.847961	1.132536	-1.859434	0.150828	-1.585828	0.557654
453	-2.847970	1.134297	-1.862740	0.153125	-1.588693	0.559247
454	-2.847979	1.136057	-1.866036	0.155416	-1.591546	0.560842
455	-2.847987	1.137814	-1.869324	0.157700	-1.594387	0.562439
456	-2.847995	1.139570	-1.872602	0.159978	-1.597216	0.564039
457	-2.848002	1.141324	-1.875872	0.162249	-1.600034	0.565641
458	-2.848008	1.143076	-1.879132	0.164515	-1.602841	0.567245
459	-2.848014	1.144827	-1.882384	0.166775	-1.605637	0.568852
460	-2.848019	1.146577	-1.885627	0.169028	-1.608422	0.570460
461	-2.848022	1.148326	-1.888861	0.171277	-1.611196	0.572071
462	-2.848025	1.150073	-1.892087	0.173519	-1.613959	0.573684
463	-2.848027	1.151820	-1.895305	0.175757	-1.616712	0.575298
464	-2.848028	1.153566	-1.898513	0.177989	-1.619454	0.576915
465	-2.848028	1.155311	-1.901714	0.180216	-1.622186	0.578534
466	-2.848028	1.157055	-1.904906	0.182438	-1.624908	0.580155
467	-2.848026	1.158798	-1.908089	0.184655	-1.627619	0.581778
468	-2.848025	1.160541	-1.911264	0.186867	-1.630321	0.583402
469	-2.848023	1.162284	-1.914431	0.189075	-1.633013	0.585029
470	-2.848020	1.164026	-1.917590	0.191279	-1.635695	0.586657
471	-2.848017	1.165767	-1.920741	0.193477	-1.638367	0.588287
472	-2.848014	1.167508	-1.923884	0.195672	-1.641030	0.589919
473	-2.848011	1.169249	-1.927018	0.197863	-1.643684	0.591553
474	-2.848008	1.170989	-1.930145	0.200049	-1.646328	0.593188
475	-2.848006	1.172730	-1.933263	0.202232	-1.648962	0.594826
476	-2.848003	1.174470	-1.936374	0.204411	-1.651588	0.596464
477	-2.848000	1.176210	-1.939477	0.206586	-1.654205	0.598105
478	-2.847998	1.177949	-1.942571	0.208757	-1.656812	0.599747
479	-2.847996	1.179689	-1.945658	0.210925	-1.659411	0.601391
480	-2.847994	1.181428	-1.948737	0.213090	-1.662001	0.603037
481	-2.847993	1.183168	-1.951809	0.215251	-1.664582	0.604684
482	-2.847992	1.184907	-1.954873	0.217409	-1.667154	0.606333
483	-2.847991	1.186647	-1.957929	0.219564	-1.669718	0.607983
484	-2.847991	1.188386	-1.960977	0.221716	-1.672273	0.609635
485	-2.847990	1.190126	-1.964017	0.223864	-1.674820	0.611288
486	-2.847990	1.191866	-1.967051	0.226010	-1.677359	0.612943
487	-2.847991	1.193606	-1.970076	0.228153	-1.679889	0.614600
488	-2.847991	1.195346	-1.973094	0.230294	-1.682411	0.616257
489	-2.847992	1.197086	-1.976104	0.232432	-1.684925	0.617917
490	-2.847993	1.198827	-1.979107	0.234567	-1.687431	0.619578
491	-2.847994	1.200568	-1.982103	0.236699	-1.689929	0.621240
492	-2.847995	1.202309	-1.985091	0.238830	-1.692419	0.622903
493	-2.847996	1.204050	-1.988071	0.240957	-1.694901	0.624569
494	-2.847997	1.205792	-1.991045	0.243083	-1.697375	0.626235
495	-2.847998	1.207535	-1.994011	0.245207	-1.699842	0.627903
496	-2.847999	1.209278	-1.996969	0.247328	-1.702300	0.629572
497	-2.848000	1.211021	-1.999920	0.249447	-1.704752	0.631243
498	-2.848000	1.212765	-2.002864	0.251564	-1.707195	0.632914
499	-2.848001	1.214509	-2.005801	0.253679	-1.709631	0.634588
500	-2.848002	1.216254	-2.008730	0.255793	-1.712060	0.636262
501	-2.848002	1.218000	-2.011652	0.257904	-1.714481	0.637938
502	-2.848003	1.219746	-2.014567	0.260014	-1.716894	0.639615
503	-2.848003	1.221493	-2.017475	0.262122	-1.719301	0.641294
504	-2.848003	1.223241	-2.020375	0.264228	-1.721700	0.642973
505	-2.848003	1.224989	-2.023269	0.266333	-1.724092	0.644654
506	-2.848003	1.226738	-2.026155	0.268436	-1.726477	0.646337
507	-2.848003	1.228488	-2.029034	0.270538	-1.728854	0.648020
508	-2.848003	1.230238	-2.031906	0.272638	-1.731225	0.649705
509	-2.848003	1.231989	-2.034771	0.274737	-1.733588	0.651391
510	-2.848003	1.233742	-2.037629	0.276835	-1.735944	0.653078
511	-2.848002	1.235494	-2.040479	0.278931	-1.738294	0.654766
512	-2.848002	1.237248	-2.043323	0.281026	-1.740636	0.656456
513	-2.848002	1.239003	-2.046160	0.283120	-1.742971	0.658146
514	-2.848001	1.240758	-2.048989	0.285213	-1.745300	0.659838
515	-2.848001	1.242514	-2.051812	0.287304	-1.747622	0.661531
516	-2.848001	1.244271	-2.054628	0.289395	-1.749937	0.663226
517	-2.848000	1.246029	-2.057436	0.291484	-1.752245	0.664921
518	-2.848000	1.247788	-2.060238	0.293573	-1.754547	0.666618
519	-2.848000	1.249547	-2.063033	0.295660	-1.756841	0.668315
520	-2.848000	1.251308	-2.065821	0.297747	-1.759130	0.670014
521	-2.847999	1.253069	-2.068602	0.299832	-1.761411	0.671714
522	-2.847999	1.254832	-2.071376	0.301917	-1.763686	0.673415
523	-2.847999	1.256595	-2.074143	0.304001	-1.765954	0.675117
524	-2.847999	1.258359	-2.076903	0.306085	-1.768216	0.676820
525	-2.847999	1.260124	-2.079657	0.308167	-1.770471	0.678524
526	-2.847999	1.261890	-2.082403	0.310249	-1.772720	0.680230
527	-2.847999	1.263657	-2.085143	0.312330	-1.774963	0.681936
528	-2.847999	1.265425	-2.087876	0.314411	-1.777199	0.683644
529	-2.847999	1.267193	-2.090602	0.316491	-1.779428	0.685352
530	-2.847999	1.268963	-2.093321	0.318570	-1.781651	0.687062
531	-2.847999	1.270734	-2.096033	0.320649	-1.783868	0.688773
532	-2.847999	1.272505	-2.098739	0.322727	-1.786079	0.690484
533	-2.847999	1.274277	-2.101438	0.324805	-1.788283	0.692197
534	-2.848000	1.276051	-2.104130	0.326882	-1.790481	0.693911
535	-2.848000	1.277825	-2.106816	0.328959	-1.792673	0.695625
536	-2.848000	1.279600	-2.109494	0.331036	-1.794858	0.697341
537	-2.848000	1.281376	-2.112166	0.333112	-1.797038	0.699058
538	-2.848000	1.283153	-2.114831	0.335187	-1.799211	0.700776
539	-2.848000	1.284931	-2.117490	0.337263	-1.801378	0.702494
540	-2.848000	1.286710	-2.120142	0.339338	-1.803539	0.704214
541	-2.848000	1.288489	-2.122787	0.341413	-1.805693	0.705935
542	-2.848000	1.290270	-2.125426	0.343487	-1.807842	0.707656
543	-2.848000	1.292051	-2.128057	0.345561	-1.809985	0.709379
544	-2.848000	1.293834	-2.130683	0.347635	-1.812121	0.711103
545	-2.848000	1.295617	-2.133301	0.349709	-1.814252	0.712827
546	-2.848000	1.297401	-2.135913	0.351783	-1.816376	0.714553
547	-2.848000	1.299186	-2.138519	0.353856	-1.818495	0.716279
548	-2.848000	1.300972	-2.141117	0.355929	-1.820607	0.718006
549	-2.848000	1.302759	-2.143709	0.358003	-1.822714	0.719734
550	-2.848000	1.304546	-2.146295	0.360076	-1.824815	0.721464
551	-2.848000	1.306335	-2.148874	0.362148	-1.826910	0.723194
552	-2.848000	1.308124	-2.151447	0.364221	-1.828999	0.724925
553	-2.848000	1.309914	-2.154012	0.366294	-1.831082	0.726656
554	-2.848000	1.311705	-2.156572	0.368367	-1.833159	0.728389
555	-2.848000	1.313496	-2.159125	0.370439	-1.835230	0.730123
556	-2.848000	1.315289	-2.161671	0.372512	-1.837296	0.731857
557	-2.848000	1.317082	-2.164211	0.374584	-1.839356	0.733592
558	-2.848000	1.318876	-2.166744	0.376657	-1.841409	0.735329
559	-2.848000	1.320671	-2.169271	0.378730	-1.843458	0.737066
560	-2.848000	1.322467	-2.171792	0.380802	-1.845500	0.738804
561	-2.848000	1.324263	-2.174305	0.382875	-1.847537	0.740542
562	-2.848000	1.326060	-2.176813	0.384948	-1.849568	0.742282
563	-2.848000	1.327858	-2.179314	0.387020	-1.851593	0.744022
564	-2.848000	1.329656	-2.181809	0.389093	-1.853613	0.745763
565	-2.848000	1.331455	-2.184297	0.391166	-1.855627	0.747506
566	-2.848000	1.333255	-2.186779	0.393239	-1.857635	0.749248
567	-2.848000	1.335056	-2.189254	0.395312	-1.859637	0.750992
568	-2.848000	1.336857	-2.191723	0.397385	-1.861634	0.752736
569	-2.848000	1.338659	-2.194186	0.399459	-1.863626	0.754482
570	-2.848000	1.340461	-2.196642	0.401532	-1.865611	0.756228
571	-2.848000	1.342264	-2.199092	0.403606	-1.867592	0.757974
572	-2.848000	1.344068	-2.201535	0.405679	-1.869566	0.759722
573	-2.848000	1.345872	-2.203973	0.407753	-1.871535	0.761470
574	-2.848000	1.347677	-2.206404	0.409827	-1.873499	0.763219
575	-2.848000	1.349482	-2.208828	0.411901	-1.875457	0.764969
576	-2.848000	1.351288	-2.211247	0.413976	-1.877409	0.766719
577	-2.848000	1.353095	-2.213659	0.416050	-1.879356	0.768471
578	-2.848000	1.354902	-2.216065	0.418125	-1.881297	0.770223
579	-2.848000	1.356709	-2.218464	0.420200	-1.883233	0.771975
580	-2.848000	1.358517	-2.220857	0.422275	-1.885164	0.773729
581	-2.848000	1.360326	-2.223244	0.424350	-1.887089	0.775483
582	-2.848000	1.362135	-2.225625	0.426426	-1.889009	0.777238
583	-2.848000	1.363944	-2.228000	0.428502	-1.890923	0.778993
584	-2.848000	1.365754	-2.230368	0.430578	-1.892832	0.780749
585	-2.848000	1.367564	-2.232730	0.432654	-1.894735	0.782506
586	-2.848000	1.369374	-2.235086	0.434730	-1.896633	0.784264
587	-2.848000	1.371185	-2.237436	0.436807	-1.898526	0.786022
588	-2.848000	1.372997	-2.239780	0.438884	-1.900413	0.787781
589	-2.848000	1.374809	-2.242117	0.440961	-1.902295	0.789540
590	-2.848000	1.376621	-2.244449	0.443038	-1.904171	0.791300
591	-2.848000	1.378433	-2.246774	0.445116	-1.906043	0.793061
592	-2.848000	1.380246	-2.249093	0.447194	-1.907909	0.794822
593	-2.848000	1.382058	-2.251406	0.449272	-1.909769	0.796584
594	-2.848000	1.383872	-2.253713	0.451350	-1.911625	0.798347
595	-2.848000	1.385685	-2.256014	0.453429	-1.913475	0.800110
596	-2.848000	1.387499	-2.258309	0.455507	-1.915319	0.801874
597	-2.848000	1.389313	-2.260597	0.457586	-1.917159	0.803638
598	-2.848000	1.391127	-2.262880	0.459666	-1.918993	0.805403
599	-2.848000	1.392941	-2.265157	0.461745	-1.920823	0.807169
600	-2.848000	1.394756	-2.267427	0.463825	-1.922646	0.808935
