t	x0	y0	x1	y1	x2	y2
553	0.049509	-0.221841	-0.296620	-0.583380	0.270327	-0.670916
554	0.049484	-0.221837	-0.296608	-0.583412	0.270349	-0.670887
555	0.049459	-0.221833	-0.296596	-0.583444	0.270371	-0.670859
556	0.049435	-0.221829	-0.296585	-0.583476	0.270393	-0.670831
557	0.049410	-0.221825	-0.296573	-0.583508	0.270414	-0.670802
558	0.049385	-0.221821	-0.296561	-0.583540	0.270436	-0.670774
559	0.049361	-0.221817	-0.296549	-0.583572	0.270457	-0.670747
560	0.049336	-0.221813	-0.296537	-0.583604	0.270479	-0.670719
561	0.049312	-0.221809	-0.296525	-0.583636	0.270500	-0.670691
562	0.049287	-0.221804	-0.296513	-0.583668	0.270521	-0.670664
563	0.049263	-0.221800	-0.296501	-0.583700	0.270542	-0.670636
564	0.049238	-0.221796	-0.296489	-0.583732	0.270563	-0.670609
565	0.049214	-0.221792	-0.296477	-0.583764	0.270584	-0.670582
566	0.049190	-0.221787	-0.296465	-0.583796	0.270605	-0.670555
567	0.049165	-0.221783	-0.296453	-0.583827	0.270625	-0.670528
568	0.049141	-0.221779	-0.296441	-0.583859	0.270646	-0.670501
569	0.049117	-0.221775	-0.296428	-0.583891	0.270666	-0.670474
570	0.049093	-0.221770	-0.296416	-0.583923	0.270687	-0.670448
571	0.049069	-0.221766	-0.296404	-0.583955	0.270707	-0.670421
572	0.049045	-0.221762	-0.296392	-0.583986	0.270727	-0.670395
573	0.049021	-0.221757	-0.296380	-0.584018	0.270748	-0.670368
574	0.048996	-0.221753	-0.296368	-0.584050	0.270768	-0.670342
575	0.048972	-0.221749	-0.296355	-0.584081	0.270788	-0.670316
576	0.048948	-0.221744	-0.296343	-0.584113	0.270808	-0.670290
577	0.048925	-0.221740	-0.296331	-0.584145	0.270828	-0.670264
578	0.048901	-0.221736	-0.296319	-0.584176	0.270848	-0.670238
579	0.048877	-0.221732	-0.296307	-0.584207	0.270867	-0.670212
580	0.048853	-0.221727	-0.296294	-0.584239	0.270887	-0.670187
581	0.048829	-0.221723	-0.296282	-0.584270	0.270907	-0.670161
582	0.048805	-0.221719	-0.296270	-0.584302	0.270927	-0.670136
583	0.048781	-0.221714	-0.296258	-0.584333	0.270946	-0.670110
584	0.048758	-0.221710	-0.296246	-0.584364	0.270966	-0.670085
585	0.048734	-0.221706	-0.296234	-0.584395	0.270985	-0.670060
586	0.048710	-0.221702	-0.296221	-0.584426	0.271004	-0.670035
587	0.048686	-0.221697	-0.296209	-0.584457	0.271024	-0.670009
588	0.048663	-0.221693	-0.296197	-0.584488	0.271043	-0.669984
589	0.048639	-0.221689	-0.296185	-0.584519	0.271062	-0.669960
590	0.048616	-0.221685	-0.296173	-0.584550	0.271081	-0.669935
591	0.048592	-0.221681	-0.296161	-0.584581	0.271101	-0.669910
592	0.048568	-0.221676	-0.296149	-0.584612	0.271120	-0.669885
593	0.048545	-0.221672	-0.296137	-0.584642	0.271139	-0.669861
594	0.048521	-0.221668	-0.296125	-0.584673	0.271158	-0.669836
595	0.048498	-0.221664	-0.296113	-0.584703	0.271177	-0.669812
596	0.048474	-0.221660	-0.296101	-0.584734	0.271196	-0.669787
597	0.048451	-0.221656	-0.296089	-0.584764	0.271215	-0.669763
598	0.048428	-0.221652	-0.296077	-0.584795	0.271233	-0.669738
599	0.048404	-0.221648	-0.296065	-0.584825	0.271252	-0.669714
600	0.048381	-0.221644	-0.296053	-0.584855	0.271271	-0.669690
