Metrics/EpRet,Metrics/EpRet/Min,Metrics/EpRet/Max,Metrics/EpRet/Std,Metrics/EpCost,Metrics/EpCost/Min,Metrics/EpCost/Max,Metrics/EpCost/Std,Eval/EpRet,Eval/EpCost,Train/Epoch,Train/TotalSteps,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Misc/Reward_critic_norm,Misc/Cost_critic_norm,Misc/Entropy,Misc/Ratio,Time/Total,Time/FPS
-3.882326126098633,-3.882326126098633,-3.882326126098633,0.0,84.30000305175781,84.30000305175781,84.30000305175781,0.0,0.0,0.0,124,10000,0.23436364051289857,0.9231290616493454,-0.021851512594899366,2.094780171564035,2.4010791289948856,0.41183711733818057,1.0006637195110322,111.24301838874817,89
-22.196552276611328,-22.196552276611328,-22.196552276611328,0.0,165.1999969482422,165.1999969482422,165.1999969482422,0.0,0.0,0.0,249,20000,0.017068616808496882,0.27888871757004613,-0.03017696368789069,0.532590491009131,1.449069886976201,0.4105207796096802,1.0005811076641082,221.71493983268738,90
-58.59992599487305,-58.59992599487305,-58.59992599487305,0.0,262.70001220703125,262.70001220703125,262.70001220703125,0.0,0.0,0.0,374,30000,0.011183489028434268,0.18935111068449914,-0.011899707744048284,0.25725462330060545,0.579401676736027,0.4103906440496445,0.999838596200943,329.75456142425537,90
-40.48029708862305,-40.48029708862305,-40.48029708862305,0.0,213.1999969482422,213.1999969482422,213.1999969482422,0.0,0.0,0.0,499,40000,0.008105194679711712,0.1807324552425649,-0.012311816891446652,0.20743562312563882,0.572637759055011,0.41052426793575286,1.0010012807369233,438.1718661785126,91
-32.06993865966797,-32.06993865966797,-32.06993865966797,0.0,197.5500030517578,197.5500030517578,197.5500030517578,0.0,0.0,0.0,624,50000,0.004177008682383166,0.07111717466060122,-0.005572846203108753,0.1426425306089688,0.2255882666485093,0.4107742211818695,1.0004108702659607,546.9844267368317,91
-37.81271743774414,-37.81271743774414,-37.81271743774414,0.0,172.4499969482422,172.4499969482422,172.4499969482422,0.0,0.0,0.0,749,60000,0.0041716534539446,0.09794549056786345,-0.004919104884755105,0.14615329480381917,0.17088008599053137,0.4108458030462265,1.0004628654479981,656.5580251216888,91
-61.46710205078125,-61.46710205078125,-61.46710205078125,0.0,312.6000061035156,312.6000061035156,312.6000061035156,0.0,0.0,0.0,874,70000,0.0073745716657838785,0.10541779487213862,-0.01338337502246377,0.2083012015035376,0.2557493411156349,0.41150318562984467,0.9987007068634033,766.2669920921326,91
-199.14138793945312,-199.14138793945312,-199.14138793945312,0.0,586.5,586.5,586.5,0.0,0.0,0.0,999,80000,0.005689240562450141,0.08307212451600057,-0.011082568935801352,0.21458295559429097,0.2237452636647853,0.4108531452417374,0.9992052749156952,876.8792400360107,91
-70.17396545410156,-70.17396545410156,-70.17396545410156,0.0,318.1000061035156,318.1000061035156,318.1000061035156,0.0,0.0,0.0,1124,90000,0.002473729066137457,0.04163888645302504,-0.011273613416095899,0.08481037186469766,0.14608831191267818,0.410401700425148,1.0002852244377136,988.6218311786652,91
-11.388029098510742,-11.388029098510742,-11.388029098510742,0.0,117.5999984741211,117.5999984741211,117.5999984741211,0.0,0.0,0.0,1249,100000,0.0029219395810127025,0.043373704750557955,-0.010673477690387383,0.07683974528257095,0.08264476224223617,0.41063230583667754,1.0003311032295228,1100.4539623260498,90
-26.50632095336914,-26.50632095336914,-26.50632095336914,0.0,145.64999389648438,145.64999389648438,145.64999389648438,0.0,0.0,0.0,1374,110000,0.0024704281049373095,0.04911165984896179,-0.010593623953319604,0.08584578247346798,0.06983456635743204,0.4110898522377014,0.9997778711795807,1213.5914611816406,90
-16.897802352905273,-16.897802352905273,-16.897802352905273,0.0,136.64999389648438,136.64999389648438,136.64999389648438,0.0,0.0,0.0,1499,120000,0.002586716005555354,0.042270709566900044,-0.008195723977040586,0.06389564502330031,0.060731840326747624,0.41113344366550447,0.9996645706176758,1325.30997300148,90
-0.5184189081192017,-0.5184189081192017,-0.5184189081192017,0.0,85.8499984741211,85.8499984741211,85.8499984741211,0.0,0.0,0.0,1624,130000,0.0026683539878911687,0.03026252485168625,-0.012922729295123139,0.040609108206880046,0.050758970541716554,0.41111946496963503,1.0001361907482147,1438.4239373207092,90
-5.139773368835449,-5.139773368835449,-5.139773368835449,0.0,91.5999984741211,91.5999984741211,91.5999984741211,0.0,0.0,0.0,1749,140000,0.0033649225066576037,0.04808010182098709,-0.009450999509090537,0.06426589123622471,0.050774704532345644,0.41135350773334506,1.0003702392101288,1550.733995437622,90
