Metrics/EpRet,Metrics/EpRet/Min,Metrics/EpRet/Max,Metrics/EpRet/Std,Metrics/EpCost,Metrics/EpCost/Min,Metrics/EpCost/Max,Metrics/EpCost/Std,Eval/EpRet,Eval/EpCost,Train/Epoch,Train/TotalSteps,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor_improve,Loss/Loss_actor_expected_improve,Misc/Reward_critic_norm,Misc/Cost_critic_norm,Misc/Entropy,Misc/Ratio,Misc/KL,Time/Total,Time/FPS
-5.693020820617676,-5.693020820617676,-5.693020820617676,0.0,11.199999809265137,11.199999809265137,11.199999809265137,0.0,0.0,0.0,0,10000,0.2647470207884908,-2.3905562557047233e-05,-0.00206321501173079,-0.020652576349675655,0.0962776429951191,0.6962493262253702,0.4126317948102951,1.000012069940567,-0.0003179218911100179,34.237688064575195,292
-54.248939514160156,-54.248939514160156,-54.248939514160156,0.0,108.5,108.5,108.5,0.0,0.0,0.0,1,20000,1.1805157829076052,-8.074016660675198e-05,-0.001173373602796346,-0.011722889263182878,3.2054865658283234,2.6134068071842194,0.4127282649278641,1.0000982284545898,-0.0002962624348583631,68.88137722015381,290
-34.093502044677734,-34.093502044677734,-34.093502044677734,0.0,68.05000305175781,68.05000305175781,68.05000305175781,0.0,0.0,0.0,2,30000,0.11036571115255356,-3.9503095958792755e-06,-0.0009023334714584053,-0.009037541458383203,0.6381025314331055,1.4126809537410736,0.412803515791893,0.999884158372879,-0.00021165340149309486,104.69744420051575,286
-4.336306095123291,-4.336306095123291,-4.336306095123291,0.0,8.949999809265137,8.949999809265137,8.949999809265137,0.0,0.0,0.0,3,40000,0.23695656284689903,-2.596473604477012e-05,-0.000989314285106957,-0.009909880347549915,1.37032151222229,1.9200692474842072,0.41284748911857605,0.9998941719532013,-8.995935786515474e-05,141.09777355194092,283
-35.21924591064453,-35.21924591064453,-35.21924591064453,0.0,70.44999694824219,70.44999694824219,70.44999694824219,0.0,0.0,0.0,4,50000,0.16705160588026047,-5.574960545051688e-05,-0.0012672958546318114,-0.012671000324189663,0.453295573592186,0.36903245747089386,0.4130546897649765,1.0001280307769775,-0.0007429711986333132,177.40072441101074,281
-0.07104155421257019,-0.07104155421257019,-0.07104155421257019,0.0,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0,0.0,0.0,5,60000,0.013959736563265324,-0.0005861656404100302,-0.0008866110874805599,-0.008817951660603285,1.2989140152931213,2.0456075072288513,0.41316914558410645,1.0001059770584106,-0.000367783875844907,213.2138957977295,281
-35.55280303955078,-35.55280303955078,-35.55280303955078,0.0,70.8499984741211,70.8499984741211,70.8499984741211,0.0,0.0,0.0,6,70000,0.0742442908231169,-0.00013697623529004832,-0.001286797400098294,-0.012875417713075876,0.6795634031295776,0.5485881716012955,0.4131331294775009,0.9998415410518646,0.0002357332341489382,248.51183462142944,281
-24.638202667236328,-24.638202667236328,-24.638202667236328,0.0,49.54999923706055,49.54999923706055,49.54999923706055,0.0,0.0,0.0,7,80000,0.04676533048041165,-0.0001420686764642548,-0.00044265322503633797,-0.004439825075678527,0.316762737929821,0.4740620106458664,0.41306984424591064,0.999959409236908,0.000341360762831755,293.7665343284607,272
-15.328676223754883,-15.328676223754883,-15.328676223754883,0.0,30.649999618530273,30.649999618530273,30.649999618530273,0.0,0.0,0.0,8,90000,0.40275803953409195,-8.558416212900433e-05,-0.0012503483449108899,-0.012530617415904999,1.375605583190918,1.715398132801056,0.4129761755466461,0.9999333322048187,0.0004625515648513101,367.6660122871399,244
-0.13722264766693115,-0.13722264766693115,-0.13722264766693115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,100000,0.0032780495239421725,-0.00038429121491390106,-0.0005025076097808778,-0.005001833662390709,0.4389987364411354,1.31226646900177,0.4130767583847046,1.0001949071884155,-0.00031475573996431194,441.12888860702515,226
-7.53542423248291,-7.53542423248291,-7.53542423248291,0.0,14.699999809265137,14.699999809265137,14.699999809265137,0.0,0.0,0.0,10,110000,0.01505628798622638,-6.340770936796858e-05,-0.0017060671816579998,-0.01708977995440364,0.21298331767320633,0.6589069366455078,0.4130782335996628,1.0000207126140594,8.773754234425724e-05,510.22685384750366,215
-14.117074966430664,-14.117074966430664,-14.117074966430664,0.0,27.850000381469727,27.850000381469727,27.850000381469727,0.0,0.0,0.0,11,120000,0.4134096968919039,2.4777793965813366e-05,-0.001400260953232646,-0.014147459995001554,0.9266271591186523,0.6005984544754028,0.4130132645368576,0.9998876452445984,0.0003464653418632224,580.8454370498657,206
-3.208096742630005,-3.208096742630005,-3.208096742630005,0.0,6.400000095367432,6.400000095367432,6.400000095367432,0.0,0.0,0.0,12,130000,0.08799120062030852,-7.824039812476258e-06,-0.0011199010768905282,-0.011317915748804808,0.1795719414949417,0.27354269102215767,0.4129546135663986,1.000197947025299,0.0003229906869819388,648.4411165714264,200
-33.01127624511719,-33.01127624511719,-33.01127624511719,0.0,66.0,66.0,66.0,0.0,0.0,0.0,13,140000,0.08184205694124103,-3.53836056188328e-05,-0.0012113123084418476,-0.01211876654997468,1.495505154132843,2.4988349974155426,0.41291606426239014,1.000213623046875,0.00024194653451559134,714.5407018661499,195
-19.895126342773438,-19.895126342773438,-19.895126342773438,0.0,39.45000076293945,39.45000076293945,39.45000076293945,0.0,0.0,0.0,14,150000,0.049441121285781264,-8.481945758687104e-05,-0.0010257927642669529,-0.010232680942863226,0.9738387167453766,1.5728994607925415,0.4130354970693588,1.0002451539039612,-0.0003902379353348806,782.0954420566559,191
-0.0954730361700058,-0.0954730361700058,-0.0954730361700058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,160000,0.004073511459864676,-0.000528333975002182,-0.0006655929319094867,-0.0066503300331532955,0.6956298351287842,0.4701274037361145,0.41297222673892975,1.0000515580177307,0.0003429394964769017,851.2983858585358,187
0.3551729619503021,0.3551729619503021,0.3551729619503021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,170000,0.005599875934422016,-6.341361736428297e-05,-0.001338612288236618,-0.013334766961634159,0.8061288595199585,0.4763621985912323,0.4129312038421631,1.0002920627593994,0.0002547297044657171,915.3552949428558,185
-7.894212245941162,-7.894212245941162,-7.894212245941162,0.0,15.649999618530273,15.649999618530273,15.649999618530273,0.0,0.0,0.0,17,180000,0.046554019674658775,8.770942883096211e-07,-0.0012267845449969172,-0.012449463363736868,0.4419451802968979,0.3224356025457382,0.41270194947719574,1.000138759613037,0.0010052099823951721,978.2906160354614,183
-9.49205493927002,-9.49205493927002,-9.49205493927002,0.0,19.100000381469727,19.100000381469727,19.100000381469727,0.0,0.0,0.0,18,190000,0.2383010871708393,0.00012058000927794854,-0.0013586360146291554,-0.013704237062484026,0.6750070452690125,0.5147055611014366,0.41266192495822906,1.0000859200954437,0.0002489339021849446,1042.868910074234,182
-22.348377227783203,-22.348377227783203,-22.348377227783203,0.0,44.599998474121094,44.599998474121094,44.599998474121094,0.0,0.0,0.0,19,200000,0.0525627565511968,-0.00012960739377909647,-0.001845268125180155,-0.018460898660123348,0.3728863522410393,1.3602487444877625,0.4126759022474289,0.9999850988388062,3.648814163170755e-05,1115.128392457962,179
-4.696103096008301,-4.696103096008301,-4.696103096008301,0.0,9.199999809265137,9.199999809265137,9.199999809265137,0.0,0.0,0.0,20,210000,0.01467960822628811,-8.008880520948836e-05,-0.000851949691423215,-0.008638442610390484,0.46024351567029953,0.2960406243801117,0.4126987159252167,0.9999056756496429,-1.6897975001484156e-06,1188.9538733959198,176
-0.0599883571267128,-0.0599883571267128,-0.0599883571267128,0.0,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0,0.0,0.0,21,220000,0.0034923271159641445,-0.00016037807155022676,-0.0014180860598571599,-0.014139841310679913,0.5740420296788216,0.6616925820708275,0.41253067553043365,1.0001895427703857,0.0007643077406100929,1262.9206221103668,174
-35.21844482421875,-35.21844482421875,-35.21844482421875,0.0,70.3499984741211,70.3499984741211,70.3499984741211,0.0,0.0,0.0,22,230000,0.10257760641979985,0.00014449613352773838,-0.0015316755161620677,-0.015318616759032011,0.9177298173308372,1.9444933086633682,0.41250500082969666,0.9998778700828552,0.0001938328641699627,1339.5104603767395,171
-0.14798536896705627,-0.14798536896705627,-0.14798536896705627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,240000,0.002627529640449211,0.00017913094148980235,-0.0006566175720763567,-0.006542046485265018,0.5000416859984398,0.8782424554228783,0.4126974642276764,0.9999754428863525,-0.0006833423103671521,1418.7173125743866,169
-32.605045318603516,-32.605045318603516,-32.605045318603516,0.0,65.05000305175781,65.05000305175781,65.05000305175781,0.0,0.0,0.0,24,250000,0.3906128481030464,-0.00029065884673018516,-0.00144106027437374,-0.014445554465055466,1.39030122756958,1.9272478818893433,0.41268569231033325,0.999950110912323,0.00013583395775640383,1496.80055975914,167
-8.747215270996094,-8.747215270996094,-8.747215270996094,0.0,17.899999618530273,17.899999618530273,17.899999618530273,0.0,0.0,0.0,25,260000,0.028399177215760574,1.4027595763715928e-06,-0.00043884298065677285,-0.00436298968270421,0.147998770698905,0.4146536774933338,0.41260237991809845,0.9999300539493561,0.0004242824943503365,1578.9079928398132,164
-20.662891387939453,-20.662891387939453,-20.662891387939453,0.0,41.849998474121094,41.849998474121094,41.849998474121094,0.0,0.0,0.0,26,270000,1.0061432551592588,3.2485198695031414e-05,-0.0011954667861573398,-0.01196508901193738,2.220912754535675,2.491357445716858,0.4128113389015198,1.0000340938568115,-0.0007478638726752251,1658.965236902237,162
-9.356005668640137,-9.356005668640137,-9.356005668640137,0.0,18.850000381469727,18.850000381469727,18.850000381469727,0.0,0.0,0.0,27,280000,0.32327260822057724,5.406105631866609e-05,-0.0011992166400887072,-0.01198655879124999,0.8883462250232697,1.593435525894165,0.4130468815565109,1.000068038702011,-0.0008528120815753937,1731.095448732376,161
-38.114784240722656,-38.114784240722656,-38.114784240722656,0.0,76.69999694824219,76.69999694824219,76.69999694824219,0.0,0.0,0.0,28,290000,0.8274464048445225,0.00011914806392741839,-0.0013708760379813612,-0.013754388317465782,2.0233960151672363,2.3705718219280243,0.41299106180667877,0.9998350441455841,0.0003096088767051697,1806.9082427024841,160
-41.68958282470703,-41.68958282470703,-41.68958282470703,0.0,83.5999984741211,83.5999984741211,83.5999984741211,0.0,0.0,0.0,29,300000,0.42117204517126083,-3.3556937789613883e-06,-0.001324756012763828,-0.013251423835754395,1.1694404184818268,2.0508931279182434,0.4129902869462967,1.0000144839286804,9.364156176161487e-05,1881.3567881584167,159
-16.511465072631836,-16.511465072631836,-16.511465072631836,0.0,32.95000076293945,32.95000076293945,32.95000076293945,0.0,0.0,0.0,30,310000,0.3087850399315357,7.381391308736163e-05,-0.0011406033299863338,-0.011422811076045036,0.3192642852663994,1.4836100935935974,0.4131420850753784,1.0000834465026855,-0.0005177189013920724,1959.676173210144,158
-15.456720352172852,-15.456720352172852,-15.456720352172852,0.0,31.200000762939453,31.200000762939453,31.200000762939453,0.0,0.0,0.0,31,320000,0.14989319443702698,0.00010443653770489739,-0.0011228128569200635,-0.011273566167801619,0.7923604249954224,0.6509393230080605,0.41323222219944,1.000118911266327,-0.0002696109422686277,2037.03662276268,157
-13.211688041687012,-13.211688041687012,-13.211688041687012,0.0,26.549999237060547,26.549999237060547,26.549999237060547,0.0,0.0,0.0,32,330000,0.13352002575993538,0.0001084891355362938,-0.001291752967517823,-0.012996719218790531,1.080181747674942,0.8324756026268005,0.4133290499448776,0.9999772310256958,-0.0002980878562084399,2117.506803035736,155
-25.40157127380371,-25.40157127380371,-25.40157127380371,0.0,50.75,50.75,50.75,0.0,0.0,0.0,33,340000,0.4017682783305645,-4.5202065462990326e-05,-0.0011319335899315774,-0.011358877178281546,0.2808467894792557,1.1554282307624817,0.41342593729496,0.9999063909053802,-0.0002987818661495112,2191.753809452057,155
-0.6747016310691833,-0.6747016310691833,-0.6747016310691833,0.0,1.899999976158142,1.899999976158142,1.899999976158142,0.0,0.0,0.0,34,350000,0.04113457724452019,-0.00013542671233857106,-0.0011357279145158827,-0.011359318159520626,1.7375537157058716,2.3884689807891846,0.4133172929286957,0.9998985826969147,0.0005240194223006256,2275.450030565262,153
-12.495534896850586,-12.495534896850586,-12.495534896850586,0.0,24.850000381469727,24.850000381469727,24.850000381469727,0.0,0.0,0.0,35,360000,0.0541998241096735,-0.000122663504979581,-0.0013163353432901204,-0.01316063990816474,1.130519077181816,1.640602245926857,0.41333451867103577,1.0001645684242249,1.913629239425063e-05,2353.045417070389,152
-4.641282081604004,-4.641282081604004,-4.641282081604004,0.0,9.449999809265137,9.449999809265137,9.449999809265137,0.0,0.0,0.0,36,370000,0.025200379081070423,2.0712662401001225e-05,-0.0012510488159023225,-0.01258001197129488,1.067687749862671,1.96173095703125,0.41335199773311615,0.9998394548892975,2.0814448362216353e-05,2430.0289976596832,152
-10.097092628479004,-10.097092628479004,-10.097092628479004,0.0,20.450000762939453,20.450000762939453,20.450000762939453,0.0,0.0,0.0,37,380000,0.15626905765384436,3.917569982014868e-05,-0.0013221630943007767,-0.01327900355681777,0.359655424952507,0.6947612315416336,0.413214311003685,0.9999012649059296,0.0006375376542564481,2498.708530664444,152
-8.593948364257812,-8.593948364257812,-8.593948364257812,0.0,17.350000381469727,17.350000381469727,17.350000381469727,0.0,0.0,0.0,38,390000,0.04240355268120766,-6.467671623688886e-05,-0.00124725402565673,-0.01267258683219552,0.15098798274993896,0.8371337652206421,0.4131104201078415,0.9999230802059174,0.0005038078961661085,2567.4033234119415,151
-10.950800895690918,-10.950800895690918,-10.950800895690918,0.0,21.899999618530273,21.899999618530273,21.899999618530273,0.0,0.0,0.0,39,400000,0.030877492274157703,-8.653927142887596e-06,-0.0013478249311447144,-0.013477325905114412,0.382366806268692,0.7774397283792496,0.41307152807712555,1.0000964403152466,0.0002448551640554797,2635.426129579544,151
-13.795023918151855,-13.795023918151855,-13.795023918151855,0.0,27.75,27.75,27.75,0.0,0.0,0.0,40,410000,0.04374560294672847,0.00010305976656965754,-0.001220264588482678,-0.012258986942470074,0.6625706255435944,0.7840447425842285,0.4130229353904724,0.9998314678668976,0.0002827048592735082,2704.3341388702393,151
-16.57525634765625,-16.57525634765625,-16.57525634765625,0.0,33.04999923706055,33.04999923706055,33.04999923706055,0.0,0.0,0.0,41,420000,0.3908118107356131,7.030782421324488e-05,-0.001737789949402213,-0.017537828534841537,1.7276403233408928,3.221424102783203,0.41320115327835083,0.9997667074203491,-0.0006256098531594034,2773.904090642929,151
-17.345020294189453,-17.345020294189453,-17.345020294189453,0.0,35.0,35.0,35.0,0.0,0.0,0.0,42,430000,0.39741481887176633,9.501209312601233e-05,-0.0014900275273248553,-0.01510259136557579,1.6583179160952568,3.236597567796707,0.41311390697956085,0.9999230206012726,0.00043775373904964,2844.039034843445,151
-21.348085403442383,-21.348085403442383,-21.348085403442383,0.0,43.650001525878906,43.650001525878906,43.650001525878906,0.0,0.0,0.0,43,440000,0.15099093690514565,7.357215698666764e-06,-0.0017351172864437103,-0.017529231030493975,0.9243841469287872,1.3905023634433746,0.41311217844486237,0.99981290102005,9.513380791759118e-05,2911.660434961319,151
-9.856645584106445,-9.856645584106445,-9.856645584106445,0.0,19.75,19.75,19.75,0.0,0.0,0.0,44,450000,0.05450763739645481,-8.500170815439745e-06,-0.0015093448455445468,-0.015207371674478054,0.28214897960424423,0.7489571869373322,0.413017138838768,0.9999718070030212,0.00046577194007113576,2979.369197368622,151
-7.858342170715332,-7.858342170715332,-7.858342170715332,0.0,15.949999809265137,15.949999809265137,15.949999809265137,0.0,0.0,0.0,45,460000,0.05395984463393688,-7.68218003077692e-06,-0.001475419383496046,-0.014883430674672127,0.21864816918969154,0.6850486993789673,0.4129715710878372,1.0000297725200653,0.00027126413624500856,3045.0182547569275,151
-44.14013671875,-44.14013671875,-44.14013671875,0.0,88.6500015258789,88.6500015258789,88.6500015258789,0.0,0.0,0.0,46,470000,0.71202801913023,-0.00045215169196000105,-0.001331774692516774,-0.013295980170369148,2.1650457978248596,4.879927217960358,0.413087397813797,0.99992236495018,-0.00037522779166465625,3115.952356338501,150
-16.549823760986328,-16.549823760986328,-16.549823760986328,0.0,33.25,33.25,33.25,0.0,0.0,0.0,47,480000,0.14002856612205505,1.9800757550036963e-05,-0.0016197937075048685,-0.016206860076636076,0.3112320750951767,0.9502483308315277,0.41316892206668854,0.9999946057796478,-0.000239471803070046,3186.3007962703705,150
-6.255533218383789,-6.255533218383789,-6.255533218383789,0.0,12.399999618530273,12.399999618530273,12.399999618530273,0.0,0.0,0.0,48,490000,0.12059224513359368,9.077825553305274e-05,-0.0009514980192761868,-0.009515850804746151,0.7317337393760681,0.7533511221408844,0.41326867043972015,0.9999610185623169,-0.00031012354884296656,3254.346069097519,150
-41.18708038330078,-41.18708038330078,-41.18708038330078,0.0,82.3499984741211,82.3499984741211,82.3499984741211,0.0,0.0,0.0,49,500000,0.29244356602430344,4.4781397643856025e-05,-0.0011818287894129753,-0.011854419484734535,0.879939392209053,2.012087993323803,0.41335761547088623,0.9999443292617798,-0.0002662585538928397,3323.3155448436737,150
-5.403887748718262,-5.403887748718262,-5.403887748718262,0.0,11.199999809265137,11.199999809265137,11.199999809265137,0.0,0.0,0.0,50,510000,0.035111007280647755,-8.33971523330479e-05,-0.001432172895874828,-0.014364942442625761,1.297460913658142,1.7706228271126747,0.41323837637901306,0.9999135732650757,0.0005628033286484424,3392.7393748760223,150
-5.38064432144165,-5.38064432144165,-5.38064432144165,0.0,10.550000190734863,10.550000190734863,10.550000190734863,0.0,0.0,0.0,51,520000,0.04703156836330891,-0.0008749984502784969,-0.0014512398629449308,-0.014582289848476648,1.3236097693443298,1.7805548012256622,0.41327203810214996,1.0000598728656769,-4.718634590972215e-05,3460.5906047821045,150
-1.414278507232666,-1.414278507232666,-1.414278507232666,0.0,2.75,2.75,2.75,0.0,0.0,0.0,52,530000,0.031055527739226818,-0.00019041109783657362,-0.0012289006263017654,-0.012277948204427958,1.449270486831665,2.085314989089966,0.4132155328989029,0.9999578595161438,0.00031782743462827057,3533.7852358818054,149
-8.973020553588867,-8.973020553588867,-8.973020553588867,0.0,17.649999618530273,17.649999618530273,17.649999618530273,0.0,0.0,0.0,53,540000,0.044969710521399975,6.659512538462198e-05,-0.0012427711044438183,-0.01242807600647211,1.0381021350622177,1.6394993141293526,0.4133119583129883,0.9999445676803589,-0.0002985852174788306,3607.550737142563,149
-47.4486083984375,-47.4486083984375,-47.4486083984375,0.0,95.30000305175781,95.30000305175781,95.30000305175781,0.0,0.0,0.0,54,550000,0.1712322635576129,4.5036079310278865e-05,-0.0013494315790012479,-0.013501684181392193,1.988255500793457,4.001990556716919,0.4133670926094055,0.9997886717319489,-0.00013170089732739143,3684.542542695999,149
-42.45680618286133,-42.45680618286133,-42.45680618286133,0.0,84.6500015258789,84.6500015258789,84.6500015258789,0.0,0.0,0.0,55,560000,0.14192421175539494,7.548832558157414e-05,-0.0010323419119231403,-0.010310838930308819,1.6874281764030457,3.395107388496399,0.4136299639940262,1.0001498460769653,-0.0009628461848478764,3762.1677923202515,148
-12.614117622375488,-12.614117622375488,-12.614117622375488,0.0,25.149999618530273,25.149999618530273,25.149999618530273,0.0,0.0,0.0,56,570000,0.046445632353425026,3.6519624170505693e-05,-0.0013368221116252244,-0.013437322806566954,0.7781993895769119,1.0967634320259094,0.41367870569229126,0.9999509155750275,-0.00010672071584849618,3836.888669729233,148
-0.8980010151863098,-0.8980010151863098,-0.8980010151863098,0.0,1.899999976158142,1.899999976158142,1.899999976158142,0.0,0.0,0.0,57,580000,0.024591723456978798,-4.3182467785563006e-05,-0.0012599456822499633,-0.01260974956676364,1.2084940969944,1.792082130908966,0.41379620134830475,1.0001196563243866,-0.00038082431274233386,3909.73668384552,148
-21.652875900268555,-21.652875900268555,-21.652875900268555,0.0,43.650001525878906,43.650001525878906,43.650001525878906,0.0,0.0,0.0,58,590000,0.07443097745999694,-6.990146768748318e-06,-0.001313229266088456,-0.013257078360766172,0.36729055643081665,0.8156894147396088,0.41371487081050873,1.0000126361846924,0.0004141338713452569,3981.8583512306213,148
-35.417396545410156,-35.417396545410156,-35.417396545410156,0.0,71.0,71.0,71.0,0.0,0.0,0.0,59,600000,0.10431284410879016,-2.0892238986380818e-05,-0.0011841882951557636,-0.011876782402396202,0.6346888095140457,1.4998575448989868,0.41359876096248627,1.0001484751701355,0.0005523467261809856,4055.6468584537506,147
-11.581754684448242,-11.581754684448242,-11.581754684448242,0.0,23.649999618530273,23.649999618530273,23.649999618530273,0.0,0.0,0.0,60,610000,0.20978489145636559,-2.3797463466479485e-05,-0.001218290941324085,-0.012163094710558653,1.5778462290763855,3.1126701831817627,0.4135796129703522,1.0000803768634796,0.00016374523693230003,4128.273884773254,147
-31.03805923461914,-31.03805923461914,-31.03805923461914,0.0,62.0,62.0,62.0,0.0,0.0,0.0,61,620000,0.5244715455919504,-0.0004219941176009101,-0.003385122341569513,-649657.3182395468,2.4262951016426086,5.364838480949402,0.41346676647663116,0.9998987913131714,0.0010649374926288147,4195.486469984055,147
-8.345890998840332,-8.345890998840332,-8.345890998840332,0.0,16.649999618530273,16.649999618530273,16.649999618530273,0.0,0.0,0.0,62,630000,0.032147214049473405,2.032108387783893e-05,-0.0011176818225067109,-0.011299494886770844,0.7601338624954224,1.1950597018003464,0.4134472608566284,0.999993085861206,0.00016541032528039068,4263.410908937454,147
-21.02046775817871,-21.02046775817871,-21.02046775817871,0.0,42.20000076293945,42.20000076293945,42.20000076293945,0.0,0.0,0.0,63,640000,0.06889728456735611,-8.20073097247409e-05,-0.0012648053816519678,-0.012663628440350294,0.4465310052037239,0.4364706426858902,0.4134824872016907,1.0000344514846802,-5.240608152234927e-05,4330.485888957977,147
0.018255110830068588,0.018255110830068588,0.018255110830068588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,650000,0.007158772321417928,0.00011149058361770159,-0.001036628324072808,-0.010373945347964764,0.8440292775630951,1.8429996371269226,0.41344714164733887,0.9999705851078033,0.00022961308786761947,4399.681897640228,147
-11.148930549621582,-11.148930549621582,-11.148930549621582,0.0,22.549999237060547,22.549999237060547,22.549999237060547,0.0,0.0,0.0,65,660000,0.031518358271569014,-5.305385545995023e-06,-0.0014025362906977534,-0.014060237910598516,0.295069120824337,1.0361946821212769,0.4134482145309448,0.9999901354312897,8.596135739935562e-05,4465.009259462357,147
