Metrics/EpRet,Metrics/EpRet/Min,Metrics/EpRet/Max,Metrics/EpRet/Std,Metrics/EpCost,Metrics/EpCost/Min,Metrics/EpCost/Max,Metrics/EpCost/Std,Eval/EpRet,Eval/EpCost,Train/Epoch,Train/TotalSteps,Loss/Loss_reward_critic,Loss/Loss_actor,Misc/Reward_critic_norm,Misc/Entropy,Misc/Ratio,Time/Total,Time/FPS
-0.13862620294094086,-0.13862620294094086,-0.13862620294094086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10000,0.029620431270450352,-0.006072878163121765,0.748587884195149,0.8251064419746399,1.0001027584075928,55.06346559524536,181
-13.728100776672363,-13.728100776672363,-13.728100776672363,0.0,139.10000610351562,139.10000610351562,139.10000610351562,0.0,0.0,0.0,1,20000,2.2288450837135314,-7.095287449425669e-05,4.201882737874985,0.8251953065395355,0.9999979913234711,112.81685066223145,177
-9.966544151306152,-9.966544151306152,-9.966544151306152,0.0,100.25,100.25,100.25,0.0,0.0,0.0,2,30000,0.5226776909083128,4.6425036962016716e-05,1.8603878006339074,0.8253053307533265,0.99992156624794,181.5286934375763,165
-4.8956122398376465,-4.8956122398376465,-4.8956122398376465,0.0,48.849998474121094,48.849998474121094,48.849998474121094,0.0,0.0,0.0,3,40000,0.3345634937286377,-0.0002621715982817463,0.7205029919743537,0.8254585862159729,0.9999323129653931,240.116375207901,166
-6.755258083343506,-6.755258083343506,-6.755258083343506,0.0,71.19999694824219,71.19999694824219,71.19999694824219,0.0,0.0,0.0,4,50000,0.5094907522201538,-0.0002681851785654388,0.7093832790851593,0.825636488199234,1.0001040816307067,295.4221317768097,169
-5.97690486907959,-5.97690486907959,-5.97690486907959,0.0,59.25,59.25,59.25,0.0,0.0,0.0,5,60000,0.5713271655142307,-0.00025900014122717254,1.45478453040123,0.8257929444313049,0.999997901916504,358.22581243515015,167
-5.269828796386719,-5.269828796386719,-5.269828796386719,0.0,45.650001525878906,45.650001525878906,45.650001525878906,0.0,0.0,0.0,6,70000,0.2551819533109665,-0.0002459309753485961,0.5061030276119709,0.825904780626297,0.9999764025211334,427.2033746242523,163
-7.978981018066406,-7.978981018066406,-7.978981018066406,0.0,79.6500015258789,79.6500015258789,79.6500015258789,0.0,0.0,0.0,7,80000,0.5535019904375076,-0.0003451621308020236,0.6043925628066062,0.8260336637496948,1.000089406967163,494.14549922943115,161
-5.791642665863037,-5.791642665863037,-5.791642665863037,0.0,58.650001525878906,58.650001525878906,58.650001525878906,0.0,0.0,0.0,8,90000,0.364767125248909,-0.00024092037306053805,0.3124109521508217,0.8261814415454865,1.0000208258628844,554.3092596530914,162
-7.0463361740112305,-7.0463361740112305,-7.0463361740112305,0.0,71.05000305175781,71.05000305175781,71.05000305175781,0.0,0.0,0.0,9,100000,0.5504995852708816,-0.00012441002964895808,0.7259671583771705,0.8263724744319916,1.0000553131103516,609.6886448860168,164
